Designator,Mid X,Mid Y,Rotation,Layer
C1,110.6,-113.8,235.0,bottom
C2,109.3,-114.7,235.0,bottom
J6,112.615596,-87.38085,45.0,bottom
Q1,114.999592,-108.770359,210.0,bottom
R1,117.108376,-103.746113,195.0,bottom
R2,112.3,-112.3,45.0,bottom
R3,116.707278,-105.275532,15.0,bottom
